"","x"
"1",0.0670752508474576
"2",0.123825965313406
"3",0.0640440600155962
"4",0.066594874932048
"5",0.0711866454813044
"6",0.086752733798167
"7",0.114292032252917
"8",0.134579059347467
"9",0.149152083409757
"10",0.166944590883885
"11",0.197939204717086
"12",0.228438756914175
"13",0.256654347628392
"14",0.282141788581086
"15",0.314445069522822
"16",0.344802777507265
"17",0.382099496675556
"18",0.414725458799244
"19",0.453893280811861
"20",0.492286033681409
"21",0.541075612631943
"22",0.581583074261596
"23",0.627161085904553
"24",0.671696249580369
"25",0.726720316118659
"26",0.773827952184875
"27",0.821412424035943
"28",0.874623162477799
"29",0.937277098132471
"30",0.981029177705048
"31",0.992233684295693
"32",1.01056387703615
"33",1.03607480417064
"34",1.05389386965724
"35",1.06359933768508
"36",1.08439284962706
"37",1.11123659686288
"38",1.13191719065446
"39",1.13940901317028
"40",1.16554135520226
"41",1.1889943814108
"42",1.21041033711975
"43",1.20923699378213
"44",1.23872193844989
"45",1.25846339692553
"46",1.27005669213195
"47",1.26095317536523
"48",1.27651030680952
"49",1.28662500025408
"50",1.28999731038052
"51",1.28455201969506
"52",1.30060583142999
"53",1.31268635519522
"54",1.31648124246792
"55",1.31333305268724
"56",1.33482375362801
"57",1.33948989258693
"58",1.3457029788335
"59",1.32920729618395
"60",1.28984922084623
"61",1.25762807534748
"62",1.25256743516648
"63",1.24329015082337
"64",1.25185382633088
"65",1.25284181056921
"66",1.23750861238123
"67",1.23670738530627
"68",1.24324246625871
"69",1.24720917309101
"70",1.23398651831873
"71",1.22851310974187
"72",1.23768305452787
"73",1.22829609506332
"74",1.21909928313736
"75",1.2090501007964
"76",1.18277790267224
"77",1.11458393319531
"78",1.05269851387651
"79",1.02795311629156
"80",1.00531787965758
"81",0.986454788673598
"82",0.947348677043499
"83",0.940974431570405
"84",0.936127350510978
"85",0.939308704959681
"86",0.926385987772866
"87",0.927466581151124
"88",0.934038456029028
"89",0.923920642631381
"90",0.918464551708345
"91",0.912977710088198
"92",0.919142897900957
"93",0.908440079559736
"94",0.899175111309685
"95",0.902975317072668
"96",0.895239608479125
"97",0.89344199114972
"98",0.875840021530608
"99",0.88593173191291
"100",0.878811681727689
"101",0.877447120008555
"102",0.867686833868164
"103",0.867500558451614
"104",0.869971657422638
"105",0.854319027065056
"106",0.854930844605211
"107",0.851557122086797
"108",0.856090094775357
"109",0.845238910816609
"110",0.84166968516901
"111",0.848130569525595
"112",0.839087657775247
"113",0.837586696086196
"114",0.826584578765898
"115",0.838219313897626
"116",0.830641327374313
"117",0.825397231037497
"118",0.822254333675241
"119",0.819261803814928
"120",0.821205681095589
"121",0.804027877565821
"122",0.809114976705619
"123",0.80386765134907
"124",0.807008367702547
"125",0.796162324686646
"126",0.793749838032907
"127",0.797582816530551
"128",0.786040903008961
"129",0.784749602515239
"130",0.77604574912395
"131",0.782296666818823
"132",0.769453569096404
"133",0.759092089178364
"134",0.751889597465242
"135",0.739542609589318
"136",0.73480245043127
"137",0.714915905455982
"138",0.71435248123255
"139",0.700481541157693
"140",0.694097762135653
"141",0.681430007202785
"142",0.674688506957666
"143",0.674274414916951
"144",0.661399935391245
"145",0.661433751228868
"146",0.655184144872807
"147",0.658395014949316
"148",0.649846182554777
"149",0.645877061909648
"150",0.646465770235766
"151",0.639107224408957
"152",0.637349585076495
"153",0.628056258167268
"154",0.632619208770896
"155",0.62605379970749
"156",0.623679868724334
"157",0.619695889048202
"158",0.616412346941156
"159",0.61580261922396
"160",0.605688030078082
"161",0.606560016523051
"162",0.602334487810553
"163",0.602755730562759
"164",0.59601770716814
"165",0.592992564416157
"166",0.593616046529991
"167",0.58637785212803
"168",0.584552195844526
"169",0.578618757710446
"170",0.581435210851943
"171",0.576305216028513
"172",0.572265802594061
"173",0.571632435990298
"174",0.567227496191545
"175",0.566106217244622
"176",0.557931389565962
"177",0.559869244159885
"178",0.555100701327244
"179",0.554139366985185
"180",0.54830798332463
"181",0.545172218723831
"182",0.544585053080382
"183",0.537079643637829
"184",0.535942676025151
"185",0.530652123172351
"186",0.531710805153633
"187",0.525743634824085
"188",0.522642384505447
"189",0.521635118363724
"190",0.515871287349839
"191",0.51460296173509
"192",0.500703250390819
"193",0.499941437675984
"194",0.495303449492612
"195",0.487594696670806
"196",0.462017773375596
"197",0.429870047953597
"198",0.413624415830244
"199",0.392957836625153
"200",0.378281977147847
"201",0.351838987450738
"202",0.333627021036448
"203",0.322483506442454
"204",0.320738673278418
"205",0.320851871081517
"206",0.317209667967915
"207",0.316986043275859
"208",0.313456369953558
"209",0.315105567017438
"210",0.312223285674486
"211",0.311475046659379
"212",0.310535349430632
"213",0.308517318075166
"214",0.308629189864037
"215",0.304771436096642
"216",0.305599415076104
"217",0.303298547251426
"218",0.303934467239197
"219",0.301823071635487
"220",0.30036523194314
"221",0.300852404330992
"222",0.297492677244912
"223",0.29807172002932
"224",0.295317875804734
"225",0.296585181800808
"226",0.294019427965167
"227",0.29331099296374
"228",0.293189920363027
"229",0.290971330148189
"230",0.291379562075088
"231",0.288470438406492
"232",0.289921911066483
"233",0.287952947449002
"234",0.288226262168654
"235",0.286737539043321
"236",0.285216210586434
"237",0.285607471689393
"238",0.282074916513537
"239",0.282322191231455
"240",0.280392487792505
"241",0.281280061193541
"242",0.279491193952325
"243",0.279356145963281
"244",0.27988756863363
"245",0.277604339816972
"246",0.278290528132622
"247",0.276104015317331
"248",0.277199163656572
"249",0.27549996049776
"250",0.275474767268081
"251",0.274822693580482
"252",0.273167888834428
"253",0.273515760858973
"254",0.270928072255809
"255",0.271667742304753
"256",0.269725943824312
"257",0.269896219235516
"258",0.268122594303699
"259",0.266783131370605
"260",0.266618454448421
"261",0.263984177556407
"262",0.263958265087701
"263",0.261405548439982
"264",0.262168450419452
"265",0.260259701911703
"266",0.259698681033792
"267",0.259096967237481
"268",0.257039169881254
"269",0.256899477900784
"270",0.254471654297953
"271",0.254682697021126
"272",0.252667790680927
"273",0.252560318692695
"274",0.251270868436823
"275",0.249803705097971
"276",0.249870879789398
"277",0.24730295915838
"278",0.247656454701248
"279",0.24536814407849
"280",0.245704972427488
"281",0.243618434096188
"282",0.242569150208137
"283",0.242098179579738
"284",0.240047140318853
"285",0.239953068387395
"286",0.237583846490261
"287",0.237930590329569
"288",0.235944341237979
"289",0.235511272611292
"290",0.234368719772705
"291",0.232666240948145
"292",0.232704892061682
"293",0.230442817456214
"294",0.230835238103135
"295",0.22906424465945
"296",0.229209765161541
"297",0.228283824044633
"298",0.227521335452897
"299",0.228171305865879
"300",0.226474523712684
"301",0.226307604450492
"302",0.223440491334535
"303",0.223351135471818
"304",0.221360822921515
"305",0.22028004308488
"306",0.219770147533292
"307",0.218263655202923
"308",0.218025780848081
"309",0.215971002649585
"310",0.216365587712075
"311",0.214904182826849
"312",0.214676373017682
"313",0.2136075692912
"314",0.212547030939694
"315",0.21169787036399
"316",0.207137953325249
"317",0.203331023542193
"318",0.19757016126295
"319",0.193944425345797
"320",0.186717350396583
"321",0.178096829218262
"322",0.168481871690642
"323",0.158883927300652
"324",0.149822985951913
"325",0.141654053764664
"326",0.139795718615133
"327",0.142689436850887
"328",0.162081342167912
"329",0.157942006069544
"330",0.145865232002855
"331",0.144918010596159
"332",0.145749675795141
"333",0.144231994258817
"334",0.143084650354044
"335",0.141978035871417
"336",0.140890258943071
"337",0.139786354776971
"338",0.141148140670664
"339",0.138659664724268
"340",0.137606565463039
"341",0.137060576900836
"342",0.136071451609498
"343",0.135354385564644
"344",0.134323941865601
"345",0.133431532621689
"346",0.133151073366856
"347",0.132321761468464
"348",0.131760672785801
"349",0.131046131854012
"350",0.130618423899094
"351",0.12968339822477
"352",0.12895559966276
"353",0.128365514426745
"354",0.127644434873957
"355",0.126903760817054
"356",0.12619817404336
"357",0.12592322921648
"358",0.125337540804921
"359",0.124537772944208
"360",0.123815906300976
"361",0.123349540691456
"362",0.123023087243023
"363",0.121976652551973
"364",0.121384218180934
"365",0.120954094406685
"366",0.120680344547044
"367",0.119777356780547
"368",0.119165856428837
"369",0.118840756456708
"370",0.118260322411002
"371",0.11767776065676
"372",0.116893696088548
"373",0.116519839449969
"374",0.115985048322722
"375",0.115489274717583
"376",0.115091667686041
"377",0.114791395264102
"378",0.114424581780923
"379",0.113746404142607
"380",0.113369877615279
"381",0.112873407724364
"382",0.112205791010713
"383",0.111504964987954
"384",0.11118133856202
"385",0.111044796247248
"386",0.11045634544265
"387",0.109895306037503
"388",0.109476527066551
"389",0.109269692301095
"390",0.108545906163733
"391",0.107821375576056
"392",0.107528543752478
"393",0.107450633803696
"394",0.106824481615218
"395",0.105987274147492
"396",0.105366222450169
"397",0.104945967575239
"398",0.103973511546641
"399",0.102926041549247
"400",0.102296540140669
"401",0.102817214035191
"402",0.10263006263986
"403",0.102542893555768
"404",0.102643518861156
"405",0.102562414928628
"406",0.102202215229957
"407",0.10198302313137
"408",0.101881341178693
"409",0.101529573784538
"410",0.100673944018424
"411",0.100526612685617
"412",0.100563179089873
"413",0.100345344160784
"414",0.0995948216246687
"415",0.0990834859817294
"416",0.0989626618952851
"417",0.0986811325366522
"418",0.0982622892046932
"419",0.0980026190794516
"420",0.0980566092883419
"421",0.0972810248698514
"422",0.0955535844831209
"423",0.0935799597778258
"424",0.0918041879601601
"425",0.0897448061386948
"426",0.0872992448753393
"427",0.085555445474893
"428",0.0839962534312328
"429",0.0827515389294323
"430",0.0810677374519919
"431",0.0793011449399636
"432",0.0773503889176421
"433",0.0743788703587755
"434",0.0711380173951019
"435",0.0677556658069008
"436",0.0645521120352499
"437",0.0605303161213274
"438",0.0571619584517674
"439",0.054110600211786
"440",0.0511475167788188
"441",0.0481438032925581
"442",0.0456614289121748
"443",0.0443568682638568
"444",0.043488220675598
"445",0.0426124476039245
"446",0.0421108047676259
"447",0.0421260174849008
"448",0.0423035306012705
"449",0.0417563632335067
"450",0.0415592186015777
"451",0.0415054110118601
"452",0.0415605072145134
"453",0.0409894783018982
"454",0.0407568065599123
"455",0.0409233576675747
"456",0.0408425823905859
"457",0.0405460163708686
"458",0.0403174527147812
"459",0.0406587110127747
"460",0.040514729169872
"461",0.040152081109997
"462",0.0397728520832221
"463",0.0398591268259081
"464",0.0403575154737082
"465",0.0420848910086888
"466",0.0568541565418471
"467",0.073513624699949
"468",0.07350321144185
"469",0.0711407949764733
"470",0.0703523520063572
"471",0.0699806951612643
"472",0.0688028178543642
"473",0.0677756263099785
"474",0.0673439428245617
"475",0.0665097965359512
"476",0.0659922411089988
"477",0.0646593456098462
"478",0.0643678517654738
"479",0.0644375899434849
"480",0.063261700950435
"481",0.0629495323230892
"482",0.0621731815692653
"483",0.0622659014737457
"484",0.0612026179963838
"485",0.06042495821867
"486",0.0602361742171861
"487",0.0603083086721701
"488",0.063598069912342
"489",0.061461831311967
"490",0.0615932653224414
"491",0.0607684628520608
"492",0.0597572629313366
"493",0.0587936246184266
"494",0.0583533826612004
"495",0.0581948203181967
"496",0.0569590635873142
"497",0.0566039359138678
"498",0.0559527832325797
"499",0.0663047210030876
"500",0.0642529827287321
"501",0.0635526580904301
"502",0.0635067196257626
"503",0.0627399695462066
"504",0.062353115639701
"505",0.0614258605727115
"506",0.0617975412421973
"507",0.0609136965863311
"508",0.060004916962549
"509",0.0592875768219939
"510",0.05879562793485
"511",0.0585018154891789
"512",0.0574730339209145
"513",0.0578852239125756
"514",0.0584088048412992
"515",0.0600132316766196
"516",0.0637113691725479
"517",0.0737863654674475
"518",0.0881288848585122
"519",0.0759487856589614
"520",0.0684728963646263
"521",0.07055109892704
"522",0.0714659600541482
"523",0.0686729961920768
"524",0.0665362706387631
"525",0.0854457963923999
"526",0.103907073880954
"527",0.0581879168053633
"528",0.0551347841093347
"529",0.0527426088847801
"530",0.0514862142306795
"531",0.0509222053653706
"532",0.0503853062976247
"533",0.0496390713445797
"534",0.0491798403055409
"535",0.0483015243248953
"536",0.0481253394145903
"537",0.0473194450089376
"538",0.046929916057966
"539",0.0462029948985108
"540",0.0455977605762427
"541",0.0454270951658841
"542",0.0451458867622095
"543",0.0452817195495323
"544",0.0449912119077101
"545",0.0452526887924012
"546",0.0452601338955332
"547",0.0455949207022846
"548",0.0457771936600419
